Temperature (°C);29;Humidity (%);55;Light (lx);8580;Pression (hPa);709
Temperature (°C);17;Humidity (%);24;Light (lx);8534;Pression (hPa);749
Temperature (°C);32;Humidity (%);61;Light (lx);679;Pression (hPa);772
Temperature (°C);35;Humidity (%);45;Light (lx);3085;Pression (hPa);770
Temperature (°C);26;Humidity (%);5;Light (lx);3296;Pression (hPa);736
Temperature (°C);27;Humidity (%);20;Light (lx);1391;Pression (hPa);795
Temperature (°C);31;Humidity (%);91;Light (lx);7098;Pression (hPa);790
Temperature (°C);38;Humidity (%);70;Light (lx);5066;Pression (hPa);756
Temperature (°C);41;Humidity (%);45;Light (lx);8497;Pression (hPa);775
Temperature (°C);34;Humidity (%);25;Light (lx);6214;Pression (hPa);746
Temperature (°C);27;Humidity (%);37;Light (lx);8865;Pression (hPa);743
Temperature (°C);38;Humidity (%);81;Light (lx);1842;Pression (hPa);754
Temperature (°C);30;Humidity (%);90;Light (lx);4304;Pression (hPa);777
Temperature (°C);28;Humidity (%);30;Light (lx);4913;Pression (hPa);703
Temperature (°C);18;Humidity (%);0;Light (lx);10112;Pression (hPa);730
Temperature (°C);24;Humidity (%);71;Light (lx);1298;Pression (hPa);703
Temperature (°C);18;Humidity (%);67;Light (lx);11345;Pression (hPa);713
Temperature (°C);32;Humidity (%);62;Light (lx);1564;Pression (hPa);738
Temperature (°C);35;Humidity (%);73;Light (lx);9795;Pression (hPa);720
Temperature (°C);35;Humidity (%);63;Light (lx);5890;Pression (hPa);728
Temperature (°C);43;Humidity (%);50;Light (lx);3727;Pression (hPa);729
Temperature (°C);15;Humidity (%);20;Light (lx);5715;Pression (hPa);791
Temperature (°C);41;Humidity (%);22;Light (lx);6878;Pression (hPa);799
Temperature (°C);42;Humidity (%);90;Light (lx);4915;Pression (hPa);745
Temperature (°C);15;Humidity (%);63;Light (lx);8725;Pression (hPa);736
Temperature (°C);16;Humidity (%);90;Light (lx);3429;Pression (hPa);722
Temperature (°C);27;Humidity (%);23;Light (lx);447;Pression (hPa);712
Temperature (°C);28;Humidity (%);8;Light (lx);11811;Pression (hPa);794
Temperature (°C);38;Humidity (%);7;Light (lx);1182;Pression (hPa);782
Temperature (°C);39;Humidity (%);8;Light (lx);350;Pression (hPa);728
Temperature (°C);44;Humidity (%);56;Light (lx);2734;Pression (hPa);732
Temperature (°C);37;Humidity (%);43;Light (lx);3843;Pression (hPa);768
Temperature (°C);44;Humidity (%);38;Light (lx);3627;Pression (hPa);734
Temperature (°C);22;Humidity (%);0;Light (lx);4407;Pression (hPa);773
Temperature (°C);36;Humidity (%);24;Light (lx);1791;Pression (hPa);789
Temperature (°C);44;Humidity (%);19;Light (lx);493;Pression (hPa);702
Temperature (°C);35;Humidity (%);3;Light (lx);6390;Pression (hPa);753
Temperature (°C);19;Humidity (%);26;Light (lx);3698;Pression (hPa);738
Temperature (°C);40;Humidity (%);63;Light (lx);6858;Pression (hPa);709
Temperature (°C);43;Humidity (%);43;Light (lx);2225;Pression (hPa);741
Temperature (°C);27;Humidity (%);39;Light (lx);1930;Pression (hPa);744
Temperature (°C);43;Humidity (%);1;Light (lx);2971;Pression (hPa);716
Temperature (°C);26;Humidity (%);62;Light (lx);6102;Pression (hPa);757
Temperature (°C);39;Humidity (%);73;Light (lx);8248;Pression (hPa);759
Temperature (°C);16;Humidity (%);85;Light (lx);1735;Pression (hPa);714
Temperature (°C);36;Humidity (%);70;Light (lx);4086;Pression (hPa);720
Temperature (°C);22;Humidity (%);56;Light (lx);33;Pression (hPa);734
Temperature (°C);42;Humidity (%);50;Light (lx);3980;Pression (hPa);784
Temperature (°C);16;Humidity (%);48;Light (lx);5269;Pression (hPa);730
