Humidity (%);18.3172
Humidity (%);65.3188
Humidity (%);30.7047
Humidity (%);48.6038
Humidity (%);93.7132
Humidity (%);69.4021
Humidity (%);22.129
Humidity (%);85.8547
Humidity (%);90.585
Humidity (%);41.5357
Humidity (%);88.6746
Humidity (%);9.72625
Humidity (%);8.652
Humidity (%);2.28889
Humidity (%);87.0052
Humidity (%);22.3823
Humidity (%);64.8518
Humidity (%);61.9251
Humidity (%);29.7189
Humidity (%);66.6921
Humidity (%);70.0125
Humidity (%);95.4741
Humidity (%);85.58
Humidity (%);82.1986
Humidity (%);96.7101
Humidity (%);22.2114
Humidity (%);68.6087
Humidity (%);20.3833
Humidity (%);28.9102
Humidity (%);41.9233
Humidity (%);1.8891
Humidity (%);46.794
Humidity (%);33.3567
Humidity (%);98.0285
Humidity (%);58.2842
Humidity (%);7.67846
Humidity (%);75.7927
Humidity (%);97.6134
Humidity (%);88.9096
Humidity (%);58.5559
Humidity (%);85.0307
Humidity (%);97.1892
Humidity (%);39.4604
Humidity (%);75.6798
Humidity (%);63.6891
Humidity (%);13.9256
Humidity (%);63.0451
Humidity (%);17.7435
Humidity (%);80.0989
Humidity (%);4.2024
Humidity (%);66.9393
Humidity (%);22.8126
Humidity (%);28.2327
Humidity (%);73.2292
Humidity (%);24.2866
Humidity (%);21.5369
Humidity (%);71.4194
Humidity (%);97.0092
Humidity (%);95.6481
Humidity (%);62.1693
Humidity (%);31.8796
Humidity (%);94.4945
Humidity (%);46.6781
Humidity (%);4.44655
Humidity (%);91.0642
Humidity (%);56.1388
Humidity (%);50.9384
Humidity (%);23.6061
Humidity (%);28.0282
Humidity (%);77.749
Humidity (%);23.2521
Humidity (%);30.7749
Humidity (%);90.9818
Humidity (%);12.7689
Humidity (%);56.9628
Humidity (%);86.3063
Humidity (%);63.2649
Humidity (%);88.3694
Humidity (%);92.9228
Humidity (%);69.4723
Humidity (%);66.6677
Humidity (%);2.2248
Humidity (%);99.4964
Humidity (%);39.8236
Humidity (%);34.2174
Humidity (%);32.4473
Humidity (%);67.0278
Humidity (%);36.607
Humidity (%);70.69
Humidity (%);88.638
Humidity (%);16.8157
Humidity (%);68.0044
Humidity (%);42.5184
Humidity (%);3.37535
Humidity (%);66.7135
Humidity (%);82.4274
Humidity (%);84.6034
Humidity (%);92.2666
Humidity (%);15.7476
Humidity (%);20.2368
Humidity (%);5.01114
Humidity (%);65.9322
Humidity (%);31.6294
Humidity (%);83.7275
Humidity (%);78.4234
Humidity (%);29.9509
Humidity (%);34.2174
Humidity (%);91.0703
Humidity (%);84.1365
Humidity (%);27.1523
Humidity (%);68.6239
Humidity (%);47.2762
Humidity (%);43.3576
Humidity (%);54.5244
Humidity (%);50.5295
Humidity (%);91.4335
Humidity (%);67.5649
Humidity (%);10.4007
Humidity (%);23.8807
Humidity (%);43.3454
Humidity (%);27.6528
Humidity (%);3.70495
Humidity (%);11.2156
Humidity (%);42.2163
Humidity (%);83.0287
Humidity (%);66.567
Humidity (%);90.1914
Humidity (%);86.0286
Humidity (%);59.154
Humidity (%);82.1131
Humidity (%);34.7118
Humidity (%);76.5221
Humidity (%);75.2586
Humidity (%);86.0652
Humidity (%);69.3899
Humidity (%);25.8583
Humidity (%);79.2627
Humidity (%);23.9143
Humidity (%);0.982696
Humidity (%);3.74157
Humidity (%);77.3858
Humidity (%);83.9198
Humidity (%);58.8061
Humidity (%);75.2129
Humidity (%);50.2609
Humidity (%);87.933
Humidity (%);67.04
Humidity (%);18.7017
Humidity (%);25.7088
Humidity (%);53.7126
Humidity (%);72.2526
Humidity (%);39.967
Humidity (%);81.2403
Humidity (%);3.69579
Humidity (%);44.4807
Humidity (%);71.6727
Humidity (%);20.2338
Humidity (%);22.8217
Humidity (%);4.22987
Humidity (%);61.3788
Humidity (%);70.5893
Humidity (%);75.3532
Humidity (%);53.2762
Humidity (%);48.4481
Humidity (%);25.1869
Humidity (%);5.8504
Humidity (%);11.2033
Humidity (%);62.4195
Humidity (%);63.8386
Humidity (%);60.1917
Humidity (%);74.6269
Humidity (%);67.5588
Humidity (%);28.9224
Humidity (%);32.4778
Humidity (%);34.5592
Humidity (%);38.7219
Humidity (%);91.2839
Humidity (%);48.1368
Humidity (%);37.5286
Humidity (%);10.7578
Humidity (%);57.3321
Humidity (%);42.1827
Humidity (%);53.9354
Humidity (%);39.6619
Humidity (%);45.1643
Humidity (%);94.9492
Humidity (%);8.47804
Humidity (%);16.2908
Humidity (%);93.6552
Humidity (%);45.8113
Humidity (%);30.1859
Humidity (%);84.6126
Humidity (%);85.3633
Humidity (%);26.8014
Humidity (%);92.7854
Humidity (%);50.6546
Humidity (%);93.5575
Humidity (%);34.8003
Humidity (%);35.6212
Humidity (%);95.2971
Humidity (%);70.0827
Humidity (%);66.3472
Humidity (%);2.15766
Humidity (%);85.5922
Humidity (%);2.55745
Humidity (%);11.0752
Humidity (%);50.7584
Humidity (%);88.3602
Humidity (%);88.0917
Humidity (%);29.6182
Humidity (%);45.6587
Humidity (%);19.1961
Humidity (%);33.9213
Humidity (%);52.208
Humidity (%);2.67037
Humidity (%);70.6504
Humidity (%);58.7146
Humidity (%);64.507
Humidity (%);25.7149
Humidity (%);34.6049
Humidity (%);22.6508
Humidity (%);29.0414
Humidity (%);61.8702
Humidity (%);13.4251
Humidity (%);26.3955
Humidity (%);84.991
Humidity (%);14.8076
Humidity (%);64.8274
Humidity (%);62.8986
Humidity (%);81.4142
Humidity (%);76.4763
Humidity (%);72.9698
